,Marco Polo,Taiyi Zhenren,Zhang Fei,Gongsun Li,Lv Bu,Guan Yu,Zhu Bajie,Tachibana Ukyo,Pei Qinhu,Naklulu,Sun Shangxiang,Shen Mengxi,Dun Shan,Lian Po,Jiang Ziya,Zhao Yun,Zhang Liang,Su Lie,Sun Bin,Mai Shiranui,Ma Chao,Laofuzi,Jing,Bull Demon,Bai Qi,Di Renjie,Pangu,Wang Zhaojun,Hua Mulan,Lanlingwang,Liu Bang,Zhou Yu,Xiahou Dun,Guiguzi,Meng Ya,Yu Ji,Master Luban,Xiang Yu,Ganjiang Moye,Daqiao,Xishi,Yào,Shangguan Wan'er,Cao Cao,Yang Yuhuan,Li Yuanfang,Meng Tian,Yang Jian,Diao Chan,Kuangtie,Agudo,Yingzheng,Sun Ce,Yuan Ge,Baili Shouyue,Chang'e,Da Mo,Cheng Yaojin,Zhuang Zhou,Galo,Luna,Mozi,Cai Wenji,Toho Taiichi,Kai,Li Xin,Wu Zetian,Dian Wei,Houyi,Baili Xuance,Genghis Khan,Nezha,Zhuge Liang,Bian Que,Xiaoqiao,Huang Zhong,Yáo,Angela,Miyue,Yunzhongjun,Mengqi,Yixing,Sima Yi,Li Bai,Han Xin,Athena,Luban 7,Monkey King,Ming Shiyin,Charlotte,Liu Shan,Miyamoto Musashi,Zhong Wuyan,Ake,Nvwa,Liu Bei,Zhong Kui,Gao Jianli,Miledy,Zhen Ji,Daji
Sun Shangxiang,-1.0,0.4823529411764706,0.577922077922078,-1.0,0.5714285714285714,0.6853932584269663,0.5454545454545454,0.325,0.5625,0.5789473684210527,0.5111386138613861,0.3469387755102041,0.7317073170731707,0.3333333333333333,0.5316455696202531,0.4523809523809524,0.6190476190476191,0.5588235294117647,0.6470588235294118,0.4380165289256198,0.4084507042253521,0.7428571428571429,0.5818181818181818,0.8484848484848485,0.44,-1.0,0.6526315789473685,0.17543859649122806,0.3333333333333333,0.4444444444444444,0.35714285714285715,0.5106382978723404,0.23076923076923078,0.75,-1.0,-1.0,0.38095238095238093,0.7727272727272727,0.14285714285714285,1.0,0.5875,0.48717948717948717,0.48,0.375,0.5,-1.0,0.42105263157894735,0.48,0.5454545454545454,0.0,0.5121951219512195,0.5405405405405406,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.5384615384615384,0.5,1.0,0.2857142857142857,1.0,0.7142857142857143,0.803921568627451,0.0,0.75,0.4782608695652174,0.6666666666666666,0.625,0.0,-1.0,1.0,-1.0,0.3611111111111111,0.6363636363636364,0.42857142857142855,0.75,-1.0,0.5,0.8,0.7142857142857143,1.0,-1.0,1.0,0.0,0.36363636363636365,0.47058823529411764,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
Shen Mengxi,0.5,0.5546218487394958,0.3277777777777778,0.5327868852459017,0.41353383458646614,0.42857142857142855,0.5348837209302325,0.3382352941176471,0.5755395683453237,0.6228070175438597,0.3469387755102041,0.47701863354037266,0.5975609756097561,0.22784810126582278,1.0,0.4935064935064935,-1.0,0.660377358490566,0.3626373626373626,-1.0,0.7207207207207207,0.59375,0.2777777777777778,0.5666666666666667,0.5909090909090909,0.38461538461538464,0.6,-1.0,0.3333333333333333,0.30612244897959184,0.3709677419354839,-1.0,0.1875,0.7333333333333333,0.5227272727272727,0.20454545454545456,0.8181818181818182,0.0,-1.0,0.8421052631578947,-1.0,0.43243243243243246,-1.0,0.4146341463414634,-1.0,0.9259259259259259,0.625,0.7,-1.0,0.3409090909090909,0.288135593220339,-1.0,0.5161290322580645,-1.0,0.34615384615384615,-1.0,0.0,0.6666666666666666,1.0,0.9375,0.8666666666666667,1.0,0.13333333333333333,0.4117647058823529,0.38095238095238093,0.4,-1.0,1.0,0.6551724137931034,0.75,0.3125,1.0,0.0,-1.0,-1.0,0.25,0.3684210526315789,-1.0,0.2857142857142857,0.8,-1.0,-1.0,-1.0,0.45454545454545453,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.9090909090909091,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Dun Shan,0.5158730158730159,0.5454545454545454,0.5,0.5175438596491229,0.47619047619047616,0.5161290322580645,0.6442307692307693,0.5897435897435898,0.5480769230769231,0.5185185185185185,0.7317073170731707,0.5975609756097561,0.49872773536895676,0.5,0.37362637362637363,0.5,0.8620689655172413,0.125,0.8125,0.5128205128205128,0.5333333333333333,0.6060606060606061,0.5740740740740741,0.2727272727272727,0.5853658536585366,0.38636363636363635,0.373134328358209,0.4507042253521127,0.4444444444444444,0.4431818181818182,0.3103448275862069,0.5301204819277109,0.14285714285714285,0.5833333333333334,0.5,0.27586206896551724,-1.0,0.44,0.4,0.0,0.6888888888888889,0.43478260869565216,0.5111111111111111,0.5079365079365079,0.3333333333333333,0.574468085106383,0.40425531914893614,0.2222222222222222,0.42857142857142855,0.2857142857142857,0.11538461538461539,0.5102040816326531,0.3103448275862069,0.8695652173913043,0.5,0.16666666666666666,0.5833333333333334,0.52,0.14285714285714285,0.36065573770491804,0.9411764705882353,0.08333333333333333,1.0,0.0,0.475,0.7083333333333334,0.625,0.4444444444444444,0.7391304347826086,0.25,0.16666666666666666,1.0,0.0,0.6,0.5,-1.0,0.0,0.7,0.1875,0.375,1.0,-1.0,0.3333333333333333,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.75,-1.0,-1.0
Lian Po,0.39106145251396646,0.4583333333333333,0.23880597014925373,0.5040650406504065,0.48148148148148145,0.6190476190476191,0.38095238095238093,0.3258426966292135,0.43956043956043955,0.6829268292682927,0.3333333333333333,0.22784810126582278,0.5,0.4263565891472868,0.5267175572519084,0.47305389221556887,0.7303370786516854,0.75,0.3392857142857143,0.4411764705882353,0.6164383561643836,0.5555555555555556,0.3937007874015748,0.35294117647058826,0.125,0.2826086956521739,0.34285714285714286,0.3088235294117647,-1.0,0.3888888888888889,0.13513513513513514,0.36538461538461536,0.5,0.6842105263157895,0.75,0.15789473684210525,0.53125,0.0,0.0,0.6753246753246753,0.8333333333333334,0.36363636363636365,0.23529411764705882,0.4375,1.0,0.08333333333333333,0.0,1.0,0.5862068965517241,0.4230769230769231,0.0,0.5238095238095238,0.25,0.5384615384615384,0.7727272727272727,0.30434782608695654,0.0,1.0,0.0,0.4230769230769231,0.7,0.09090909090909091,-1.0,1.0,0.36363636363636365,0.5555555555555556,0.375,0.8,0.6818181818181818,0.0,1.0,1.0,1.0,0.0,0.5,0.14285714285714285,0.5,1.0,0.0,0.9,1.0,0.09090909090909091,0.5,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.16666666666666666,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jiang Ziya,0.5652173913043478,0.384,0.6239316239316239,0.5094339622641509,0.8024691358024691,0.4864864864864865,0.4266666666666667,0.4819277108433735,0.6086956521739131,0.6129032258064516,0.5316455696202531,1.0,0.37362637362637363,0.5267175572519084,0.5313807531380753,0.5,0.6,0.22857142857142856,0.2,0.2857142857142857,0.7384615384615385,0.609375,0.7291666666666666,0.64,0.546875,0.6410256410256411,0.5384615384615384,0.3333333333333333,0.5135135135135135,0.3191489361702128,0.46875,-1.0,0.36363636363636365,0.5555555555555556,0.8620689655172413,0.26666666666666666,0.8076923076923077,0.4594594594594595,0.0,1.0,-1.0,0.6363636363636364,1.0,0.6923076923076923,1.0,0.4857142857142857,0.30952380952380953,0.15789473684210525,1.0,0.5416666666666666,0.5,0.0,0.5,0.5,0.5833333333333334,0.25,0.8461538461538461,0.4117647058823529,0.75,0.10526315789473684,0.125,-1.0,1.0,0.0,0.42857142857142855,0.5882352941176471,-1.0,0.18181818181818182,0.9428571428571428,0.5625,0.0,1.0,0.5,-1.0,-1.0,0.0,0.2,-1.0,0.4,0.5454545454545454,0.5,-1.0,0.0,0.0,1.0,0.0,-1.0,0.3333333333333333,0.0,-1.0,0.45454545454545453,1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
Zhao Yun,0.511520737327189,0.6330275229357798,0.62,0.44642857142857145,0.7472527472527473,0.48760330578512395,0.4854368932038835,1.0,-1.0,1.0,0.4523809523809524,0.4935064935064935,0.5,0.47305389221556887,0.5,0.5319148936170213,0.7910447761194029,0.34782608695652173,0.6875,0.7478260869565218,0.4,0.2916666666666667,-1.0,0.16981132075471697,0.6896551724137931,0.6818181818181818,0.0,0.2826086956521739,0.5,-1.0,0.21428571428571427,0.5671641791044776,0.36363636363636365,0.36363636363636365,0.6923076923076923,0.4090909090909091,0.75,0.25,0.3,0.48484848484848486,0.4,0.6666666666666666,0.16666666666666666,0.23529411764705882,0.3333333333333333,0.3888888888888889,0.7049180327868853,0.8888888888888888,0.625,0.35294117647058826,-1.0,0.5294117647058824,0.0,0.625,0.36,0.5,1.0,0.4,0.7777777777777778,0.9285714285714286,1.0,0.041666666666666664,0.7142857142857143,0.3333333333333333,0.38461538461538464,0.3333333333333333,0.5,-1.0,0.8333333333333334,-1.0,0.35714285714285715,0.6666666666666666,0.5,-1.0,1.0,0.23529411764705882,0.6,0.3,-1.0,-1.0,-1.0,0.1111111111111111,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
Zhang Liang,0.6607142857142857,0.6185567010309279,0.5529411764705883,0.43478260869565216,0.7785714285714286,0.6145833333333334,0.6216216216216216,0.37398373983739835,0.7252747252747253,0.5227272727272727,0.6190476190476191,-1.0,0.8620689655172413,0.7303370786516854,0.6,0.7910447761194029,0.6307471264367817,0.4444444444444444,0.9705882352941176,-1.0,0.5714285714285714,0.6666666666666666,0.6829268292682927,0.6363636363636364,0.7586206896551724,0.5925925925925926,0.7567567567567568,-1.0,0.5581395348837209,0.7692307692307693,0.19047619047619047,-1.0,0.55,0.75,0.7441860465116279,0.71875,0.6625,0.27450980392156865,-1.0,0.9142857142857143,-1.0,0.5384615384615384,0.0,0.391304347826087,-1.0,0.7222222222222222,0.6071428571428571,0.6111111111111112,-1.0,0.65,1.0,-1.0,0.9,0.0,0.36363636363636365,0.3,0.8571428571428571,0.3333333333333333,0.0,0.725,0.6956521739130435,-1.0,1.0,0.7058823529411765,0.4,0.75,-1.0,0.47368421052631576,0.9767441860465116,0.7,0.38461538461538464,0.9523809523809523,0.0,-1.0,-1.0,0.16666666666666666,0.47619047619047616,-1.0,-1.0,0.75,0.0,-1.0,1.0,1.0,1.0,-1.0,0.16666666666666666,0.0,0.75,-1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
Su Lie,0.4823529411764706,0.375,0.5,0.375,0.4807692307692308,0.44545454545454544,0.16666666666666666,0.5,0.47706422018348627,0.3627450980392157,0.5588235294117647,0.660377358490566,0.125,0.75,0.22857142857142856,0.34782608695652173,0.4444444444444444,0.44881889763779526,0.6774193548387096,0.3333333333333333,0.5333333333333333,0.48148148148148145,0.0,0.3333333333333333,0.3,0.35,0.7291666666666666,0.5405405405405406,0.5333333333333333,0.375,0.42857142857142855,0.39473684210526316,0.75,0.5303030303030303,0.75,0.4,-1.0,0.2727272727272727,0.4230769230769231,1.0,0.25,0.5862068965517241,0.5555555555555556,0.5161290322580645,0.7333333333333333,0.34615384615384615,0.0,0.4166666666666667,0.43333333333333335,0.47368421052631576,0.0,0.15384615384615385,0.6785714285714286,0.55,0.42424242424242425,0.5833333333333334,0.4166666666666667,0.24242424242424243,0.6333333333333333,1.0,0.13043478260869565,0.0,1.0,0.5263157894736842,0.2727272727272727,0.375,0.22857142857142856,0.5,0.16666666666666666,0.2647058823529412,0.4,1.0,0.4666666666666667,0.5,0.15,0.5,-1.0,0.5,0.7777777777777778,0.25,0.2777777777777778,1.0,0.0,0.75,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.7142857142857143,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0
Sun Bin,0.708029197080292,-1.0,0.8571428571428571,0.5205479452054794,0.6258503401360545,0.5833333333333334,0.5259259259259259,0.5251798561151079,0.4777777777777778,0.3728813559322034,0.6470588235294118,0.3626373626373626,0.8125,0.3392857142857143,0.2,0.6875,0.9705882352941176,0.6774193548387096,0.5314009661835749,0.7424242424242424,0.47413793103448276,0.4189189189189189,0.8695652173913043,1.0,0.7428571428571429,0.3,0.64,0.5135135135135135,0.8095238095238095,0.6666666666666666,0.4166666666666667,0.24,0.325,0.8,0.4406779661016949,0.375,-1.0,0.4074074074074074,0.25,0.75,0.47368421052631576,0.35714285714285715,0.6666666666666666,0.41935483870967744,0.46511627906976744,0.4074074074074074,0.0,0.3333333333333333,0.6491228070175439,0.0,0.25925925925925924,0.0,0.29411764705882354,0.5217391304347826,0.14285714285714285,0.13333333333333333,0.5294117647058824,0.6,0.75,0.25,0.3333333333333333,0.42857142857142855,-1.0,-1.0,0.38461538461538464,0.6666666666666666,0.3333333333333333,0.5238095238095238,1.0,0.3333333333333333,1.0,-1.0,1.0,0.5,0.0,1.0,-1.0,0.8333333333333334,0.3333333333333333,0.42857142857142855,0.0,0.0,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0
Mai Shiranui,0.6699029126213593,0.3584905660377358,0.4883720930232558,0.3409090909090909,0.5692307692307692,0.6530612244897959,0.3333333333333333,0.36619718309859156,0.5306122448979592,0.23809523809523808,0.4380165289256198,-1.0,0.5128205128205128,0.4411764705882353,0.2857142857142857,0.7478260869565218,-1.0,0.3333333333333333,0.7424242424242424,0.46381578947368424,0.5526315789473685,0.40625,0.5737704918032787,0.34210526315789475,0.6428571428571429,0.5285714285714286,0.5294117647058824,-1.0,0.36363636363636365,0.475,0.5952380952380952,-1.0,0.14285714285714285,0.5,0.37142857142857144,0.23076923076923078,0.7647058823529411,0.2916666666666667,-1.0,0.875,-1.0,0.5111111111111111,-1.0,0.5,-1.0,0.17391304347826086,0.3090909090909091,0.16666666666666666,-1.0,0.6363636363636364,0.024390243902439025,-1.0,0.42105263157894735,-1.0,0.5714285714285714,-1.0,0.6,0.29411764705882354,0.0,0.5217391304347826,0.2222222222222222,0.0,0.06666666666666667,0.07692307692307693,0.4444444444444444,0.6666666666666666,-1.0,-1.0,0.25,0.4444444444444444,0.7777777777777778,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.16666666666666666,0.5714285714285714,0.6666666666666666,-1.0,-1.0,0.14285714285714285,0.0,-1.0,0.42857142857142855,0.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0
Ma Chao,0.5625,0.3050847457627119,0.5784313725490197,0.45714285714285713,0.8208955223880597,0.25,0.6727272727272727,0.5114503816793893,0.6578947368421053,0.6875,0.4084507042253521,0.7207207207207207,0.5333333333333333,0.6164383561643836,0.7384615384615385,0.4,0.5714285714285714,0.5333333333333333,0.47413793103448276,0.5526315789473685,0.5568965517241379,0.0,0.6470588235294118,0.6111111111111112,0.8636363636363636,0.45161290322580644,0.45454545454545453,0.4807692307692308,-1.0,0.42857142857142855,0.5925925925925926,0.35135135135135137,0.75,0.6666666666666666,0.23404255319148937,0.6829268292682927,0.7272727272727273,0.0,0.2,0.96875,0.6129032258064516,-1.0,0.5714285714285714,1.0,0.2,0.6666666666666666,0.0,0.75,1.0,0.25,0.6166666666666667,0.2857142857142857,0.5,1.0,0.18181818181818182,0.25,-1.0,-1.0,0.3333333333333333,0.7857142857142857,-1.0,0.3333333333333333,0.14285714285714285,1.0,0.6,-1.0,0.75,-1.0,0.7692307692307693,1.0,0.6,1.0,0.5,1.0,0.6666666666666666,0.0,0.0,0.8333333333333334,-1.0,0.3333333333333333,-1.0,1.0,0.6666666666666666,0.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
Laofuzi,0.49206349206349204,0.45871559633027525,0.6162790697674418,0.40540540540540543,0.509090909090909,0.7666666666666667,0.5714285714285714,0.515625,0.5154639175257731,0.5517241379310345,0.7428571428571429,0.59375,0.6060606060606061,0.5555555555555556,0.609375,0.2916666666666667,0.6666666666666666,0.48148148148148145,0.4189189189189189,0.40625,0.0,0.5164075993091537,0.4,0.7142857142857143,0.6666666666666666,0.8,0.64,0.6065573770491803,0.6785714285714286,0.4788732394366197,0.25,0.1875,0.3333333333333333,0.42857142857142855,0.5714285714285714,0.07894736842105263,0.7142857142857143,0.4444444444444444,0.4,0.5277777777777778,0.0,0.5,0.6774193548387096,1.0,0.4883720930232558,0.6981132075471698,0.4,0.5172413793103449,0.53125,0.4,0.8888888888888888,0.45161290322580644,0.09090909090909091,0.25,0.5263157894736842,0.6666666666666666,0.2727272727272727,0.375,0.5555555555555556,0.5,1.0,0.8947368421052632,0.2857142857142857,0.2,0.0,0.8,0.6666666666666666,0.6363636363636364,1.0,0.4,0.625,0.5,0.6875,0.3333333333333333,0.3333333333333333,-1.0,1.0,0.75,0.75,0.7857142857142857,0.14285714285714285,0.5714285714285714,0.0,1.0,1.0,0.0,-1.0,0.0,0.5,-1.0,-1.0,0.25,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0
Jing,0.5913978494623656,0.46511627906976744,0.425531914893617,0.38461538461538464,0.8333333333333334,0.4482758620689655,0.627906976744186,-1.0,-1.0,-1.0,0.5818181818181818,0.2777777777777778,0.5740740740740741,0.3937007874015748,0.7291666666666666,-1.0,0.6829268292682927,0.0,0.8695652173913043,0.5737704918032787,0.6470588235294118,0.4,0.5789473684210527,0.6666666666666666,0.34146341463414637,0.5949367088607594,-1.0,0.5517241379310345,-1.0,-1.0,0.3559322033898305,0.6,1.0,1.0,0.8809523809523809,0.41379310344827586,0.8611111111111112,0.46153846153846156,0.8695652173913043,0.8888888888888888,0.4605263157894737,0.47619047619047616,0.375,-1.0,-1.0,0.25,0.6428571428571429,-1.0,-1.0,0.42857142857142855,-1.0,0.0,-1.0,1.0,0.7692307692307693,0.0,-1.0,1.0,-1.0,0.4444444444444444,-1.0,0.0,0.7714285714285715,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.9375,-1.0,0.0,-1.0,1.0,0.875,-1.0,-1.0,-1.0,-1.0,0.4117647058823529,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
Bull Demon,0.3416666666666667,-1.0,0.5,0.3739130434782609,0.42391304347826086,0.48598130841121495,0.36507936507936506,0.6538461538461539,0.5353535353535354,0.2727272727272727,0.8484848484848485,0.5666666666666667,0.2727272727272727,0.35294117647058826,0.64,0.16981132075471697,0.6363636363636364,0.3333333333333333,1.0,0.34210526315789475,0.6111111111111112,0.7142857142857143,0.6666666666666666,0.4591078066914498,0.6666666666666666,0.4444444444444444,0.5357142857142857,0.13043478260869565,0.5686274509803921,0.25925925925925924,0.25,0.125,0.5161290322580645,-1.0,0.0,0.4666666666666667,-1.0,0.23529411764705882,0.45,1.0,0.6842105263157895,0.5,0.23529411764705882,0.3888888888888889,0.6071428571428571,0.1111111111111111,0.8461538461538461,0.1,0.7391304347826086,0.35294117647058826,0.8125,0.25,0.37037037037037035,0.2727272727272727,0.5333333333333333,0.5769230769230769,0.5277777777777778,0.5333333333333333,0.75,0.6571428571428571,1.0,0.0,-1.0,-1.0,0.625,0.2,0.625,1.0,0.9285714285714286,0.2727272727272727,0.8333333333333334,0.5,0.2,0.3157894736842105,1.0,-1.0,-1.0,0.8571428571428571,0.5,0.625,0.6666666666666666,1.0,0.4,-1.0,-1.0,-1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0
Bai Qi,0.5789473684210527,0.5392156862745098,0.5454545454545454,0.6576576576576577,0.5,0.639344262295082,-1.0,0.6417910447761194,0.5,0.7166666666666667,0.44,0.5909090909090909,0.5853658536585366,0.125,0.546875,0.6896551724137931,0.7586206896551724,0.3,0.7428571428571429,0.6428571428571429,0.8636363636363636,0.6666666666666666,0.34146341463414637,0.6666666666666666,0.5776031434184676,0.660377358490566,0.9375,0.5121951219512195,0.46511627906976744,0.631578947368421,0.5714285714285714,0.3,1.0,0.72,0.7692307692307693,0.38095238095238093,0.7894736842105263,0.6,0.775,0.4444444444444444,0.35,1.0,0.5,0.0,0.6486486486486487,0.38461538461538464,0.0,0.5882352941176471,0.4,0.0,-1.0,0.25,0.2727272727272727,0.5357142857142857,0.8333333333333334,0.0,0.6451612903225806,0.6666666666666666,0.42857142857142855,0.35294117647058826,0.9166666666666666,1.0,0.9375,0.5833333333333334,0.75,0.0,0.5217391304347826,0.36363636363636365,0.8333333333333334,0.25,0.25,-1.0,0.5,0.6,0.3,0.08333333333333333,-1.0,0.9285714285714286,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.16666666666666666,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.3333333333333333,-1.0,-1.0
Di Renjie,-1.0,0.48333333333333334,0.34782608695652173,-1.0,0.7764705882352941,0.5131578947368421,0.3684210526315789,0.41739130434782606,0.4,0.7586206896551724,-1.0,0.38461538461538464,0.38636363636363635,0.2826086956521739,0.6410256410256411,0.6818181818181818,0.5925925925925926,0.35,0.3,0.5285714285714286,0.45161290322580644,0.8,0.5949367088607594,0.4444444444444444,0.660377358490566,0.5595238095238095,0.5686274509803921,0.5689655172413793,1.0,0.42857142857142855,0.8947368421052632,0.5121951219512195,0.0,1.0,-1.0,-1.0,0.7857142857142857,0.0,0.5,-1.0,0.6666666666666666,0.4375,0.5789473684210527,0.5,1.0,-1.0,0.9090909090909091,0.7142857142857143,0.0,0.2,0.9090909090909091,0.3333333333333333,0.3,1.0,1.0,0.8709677419354839,0.3333333333333333,0.2857142857142857,1.0,-1.0,0.8292682926829268,0.0,0.9230769230769231,-1.0,0.1111111111111111,0.5833333333333334,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.3181818181818182,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Pangu,0.4375,0.5471698113207547,0.475,0.532258064516129,0.5581395348837209,0.6309523809523809,0.45652173913043476,1.0,0.625,0.5714285714285714,0.6526315789473685,0.6,0.373134328358209,0.34285714285714286,0.5384615384615384,0.0,0.7567567567567568,0.7291666666666666,0.64,0.5294117647058824,0.45454545454545453,0.64,-1.0,0.5357142857142857,0.9375,0.5686274509803921,0.5468085106382978,0.35714285714285715,0.5714285714285714,0.8333333333333334,0.5882352941176471,0.3939393939393939,0.6666666666666666,0.7333333333333333,0.75,0.30434782608695654,0.76,0.25,0.13636363636363635,0.8333333333333334,0.6052631578947368,0.6521739130434783,0.5277777777777778,0.7692307692307693,0.25,0.6875,0.6060606060606061,-1.0,0.7777777777777778,0.16666666666666666,-1.0,0.6296296296296297,0.6666666666666666,0.6666666666666666,0.5454545454545454,0.6956521739130435,-1.0,0.3333333333333333,0.5,0.16666666666666666,0.5,0.0,0.2857142857142857,1.0,0.47619047619047616,0.6666666666666666,0.4444444444444444,-1.0,0.5,0.3333333333333333,0.68,0.0,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
Wang Zhaojun,0.6266666666666667,0.2,0.5769230769230769,0.4375,0.16666666666666666,0.5882352941176471,0.44776119402985076,0.5189873417721519,0.11864406779661017,0.4074074074074074,0.17543859649122806,-1.0,0.4507042253521127,0.3088235294117647,0.3333333333333333,0.2826086956521739,-1.0,0.5405405405405406,0.5135135135135135,-1.0,0.4807692307692308,0.6065573770491803,0.5517241379310345,0.13043478260869565,0.5121951219512195,0.5689655172413793,0.35714285714285715,0.4449244060475162,0.0,0.6607142857142857,0.4666666666666667,-1.0,0.25,0.6875,0.3888888888888889,0.13333333333333333,0.6428571428571429,0.1111111111111111,-1.0,0.5106382978723404,-1.0,0.6206896551724138,-1.0,0.4482758620689655,-1.0,0.75,0.42857142857142855,0.625,-1.0,0.18181818181818182,0.45454545454545453,-1.0,0.4482758620689655,-1.0,0.75,-1.0,0.5,1.0,0.4,0.0,0.9166666666666666,-1.0,0.16666666666666666,-1.0,0.4,0.3333333333333333,-1.0,0.3333333333333333,0.3333333333333333,0.4,0.5,1.0,-1.0,-1.0,-1.0,0.15384615384615385,-1.0,-1.0,1.0,0.5,0.3333333333333333,-1.0,1.0,0.25,-1.0,0.8181818181818182,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Hua Mulan,0.42,0.5084745762711864,0.5061728395061729,0.5855855855855856,0.3,0.375,0.6666666666666666,0.8,0.6166666666666667,0.6415094339622641,0.3333333333333333,0.3333333333333333,0.4444444444444444,-1.0,0.5135135135135135,0.5,0.5581395348837209,0.5333333333333333,0.8095238095238095,0.36363636363636365,-1.0,0.6785714285714286,-1.0,0.5686274509803921,0.46511627906976744,1.0,0.5714285714285714,0.0,0.5128805620608899,0.0,0.5238095238095238,0.5,0.39622641509433965,0.6507936507936508,-1.0,0.0,-1.0,0.49206349206349204,0.54,0.19047619047619047,-1.0,-1.0,0.0,1.0,0.7090909090909091,0.5217391304347826,-1.0,0.3333333333333333,0.5185185185185185,0.0,-1.0,0.4482758620689655,1.0,0.43636363636363634,0.625,0.5,0.47058823529411764,0.8,0.45454545454545453,-1.0,0.0,0.0,0.8571428571428571,0.3333333333333333,-1.0,-1.0,0.47368421052631576,0.47058823529411764,-1.0,0.38461538461538464,0.0,0.3333333333333333,0.8333333333333334,0.6,0.21052631578947367,0.5,-1.0,-1.0,1.0,-1.0,0.5714285714285714,-1.0,0.0,0.3333333333333333,-1.0,0.0,-1.0,0.0,0.4,-1.0,-1.0,-1.0,0.0,0.75,0.0,0.0,-1.0,1.0,0.3333333333333333,1.0,-1.0
